词语	强度
妖娆	5
雅俗共赏	7
披星戴月	7
气壮山河	7
巧妙	5
勤学好问	5
热火朝天	7
容光焕发	7
神圣	5
实事求是	5
专心	5
丹心	7
忠于职守	7
铁面无私	7
万众一心	7
文豪	9
无畏	5
下笔成章	5
勇猛	5
优秀	5
渊博	5
正派	5
壮观	7
和善	5
慈和	5
公正	5
端方	3
心直口快	3
信实	5
红心	5
淳厚	5
戆直	3
骁勇	7
刚健	5
神勇	7
开化	3
恢廓	5
虚怀若谷	7
正气	5
慈悲	5
侠义	5
不偏不倚	5
文气	5
雄赳赳	7
飘逸	5
性感	5
自告奋勇	7
有志者事竟成	7
救苦救难	7
讲信修睦	5
大发慈悲	7
才气	5
祝哽视噎	5
情同手足	7
优雅	5
不屈不挠	7
繁茂	5
洁白	3
嘹亮	3
平坦	3
清脆	3
适宜	5
详尽	5
茁壮	5
清洌洌	3
一清二楚	5
快速	5
短平快	5
猛将	3
英雄好汉	7
学好	3
不徇私情	5
经久不衰	7
称誉	5
啧啧称赞	7
韶秀	5
妩媚	5
光灿夺目	7
吃苦在前	7
廉洁奉公	7
反腐倡廉	5
勇敢者	3
本分人	3
贤人	7
医圣	9
清清白白	5
如火如荼	7
长盛不衰	7
奇伟	7
高精度	3
源远流长	7
力透纸背	7
青史名垂	9
举世闻名	7
醇雅	5
详实	3
真金不怕火炼	5
高强	5
博大精深	7
登峰造极	9
别有风味	5
绘影绘色	5
过硬	5
上乘	5
言之有物	3
宝典	5
本色	5
民怨沸腾	-9
耍态度	-5
髀肉复生	-5
缩头缩尾	-3
阴森	-3
残暴	-9
猖狂	-7
臭味相投	-5
狗腿子	-7
黑心肠	-7
倒行逆施	-9
恶霸	-7
诽谤	-7
狂妄	-7
老奸巨滑	-9
掠夺	-7
嫌恶	-7
该死	-7
恶毒	-7
欺世盗名	-5
敲诈勒索	-7
罄竹难书	-9
看不惯	-1
蔑视	-7
顽抗	-3
惟利是图	-5
乌烟瘴气	-3
阴险	-9
众叛亲离	-9
罪在不赦	-9
唾弃	-7
邪行	-1
惨毒	-7
可笑	-1
蒙骗	-5
轻侮	-5
记恨	-3
叫化子过瘾－讨厌	-3
剥皮抽筋	-9
人言啧啧	-5
不值一钱	-7
言者谆谆，听者藐藐	-5
夜叉	-5
奸妇	-7
反唇相讥	-3
坏蛋	-7
蛇蝎	-7
祸水	-7
贱货	-9
訾议	-5
矮子	-3
败家	-5
窝心	-5
没精打采	-3
心浮	-1
无所适从	-3
无病自灸	-3
不死不活	-5
问心有愧	-5
亏心	-5
既有今日，何必当初	-7
着慌	-3
手忙脚乱	-9
仓卒从事	-5
临阵磨枪	-3
谤毁	-5
半途而废	-5
弊病	-7
草率	-5
迟钝	-5
居心不良	-7
苛求	-3
比屋而封	7
风调雨顺	5
黄金时代	5
暖衣饱食	5
物阜民康	5
昏天暗地	-5
日月无光	-9
惩恶劝善	5
邪不压正	5
人人得而诛之	-9
春风风人	3
大材小用	-5
举贤任能	5
窃据要津	-5
吐哺握发	3
补天浴日	9
负重致远	7
高抬明镜	7
瞒天昧地	-7
欺人以方	-5
贪财好贿	-7
三过其门而不入	9
擅自为谋	-7
植党营私	-7
路见不平，拔刀相助	5
草间求活	-5
解衣推食	7
憞信明义	7
一言既出，驷马难追	5
墨迹未干	-5
惠尔不费	7
厉行节约	5
肥马轻裘	-3
锦衣玉食	-5
钟鸣鼎食	-7
别树一帜	7
自成一家	5
冻解冰释	5
应付自如	5
画饼充饥	-3
高歌猛进	5
百尺竿头，更进一步	5
再接再厉	3
木人石心	5
誓死不二	7
脆而不坚	-5
生灵涂炭	-9
以管窥天	-5
运筹帷幄	7
多此一举	-3
颠来倒去	-3
再三再四	-5
风流罪过	-5
守望相助	5
不露斤斧	5
镂月裁云	5
运斤成风	5
信而有征	3
不见经传	-1
鸟枪换炮	5
积厚流广	5
另眼相看	3
终非池中物	5
降龙伏虎	5
看人行事	-3
以水救水	-5
温良谦恭让	7
喜怒不形于色	3
含垢忍辱	5
本性难移	-5
龙肝豹胎	7
鱼龙曼衍	-5
一误再误	-7
论甘忌辛	-5
舞文弄墨	-5
龙驹凤雏	7
蹈人旧辙	-5
泥古非今	-5
千头百绪	-7
一塌胡涂	-7
长他人志气，灭自己威风	-3
酒色财气	-5
天作之合	7
新婚燕尔	7
五世同堂	5
窑宅之所	-3
安富尊容	3
撞府冲州	3
黄河水清	7
二竖之顽	-5
薪火相传	3
臭不可当	-9
名垂竹帛	9
身价百倍	5
吐属不凡	5
词穷理极	3
能言善辩	5
悬河泻水	7
修身慎行	3
出言无状	-7
欺人之谈	-5
语无伦次	-5
浮语虚词	-5
夸大其词	-5
贫嘴贱舌	-5
呶呶不休	-5
按图所骏	-3
狗血喷头	-7
将心比心	5
闻一知十	5
豁然贯通	5
茅塞顿开	5
真相大白	5
悬崖勒马	1
负荆请罪	7
三年不窥园	7
隐约其辞	-3
贵耳贱目	-3
今朝有酒今朝醉	-3
人多势众	-3
倚酒三分醉	-3
不劳而获	-5
悠悠荡荡	-3
一傅众修	-3
洪水猛兽	-7
三灾八难	-5
家给人足	5
腰缠万贯	7
吮痈舐痔	-7
飞言醋语	-3
吴市吹箫	-3
调三窝四	-5
俾昼作夜	-5
生财有道	3
贪财恋色	-7
豺虎肆虐	-7
桀骜不驯	-5
悖入悖出	-5
腥风血雨	-7
诛锄异己	-7
浩然之气	7
暗弱无断	-5
傲雪欺霜	5
汤池铁城	5
常备不懈	5
枕戈待敌	5
当断不断	-5
狐埋狐搰	-5
筑室道谋	-3
奴颜婢睐	-7
降心相从	-3
随声是非	-3
寸量铢称	-5
动辄得咎	-5
逃之夭夭	-5
虚张声势	-5
素口骂人	-5
推波作浪	-5
耳视目食	-5
以白为黑	-7
势不俱栖	-5
心腹之患	-5
束手就擒	-5
矫枉过正	-5
今非昔比	5
自相水火	-7
望文生义	-5
冒名顶替	-5
柔茹刚吐	-5
肆意妄为	-7
鸠占鹊巢	-7
安不忘危	3
不今不古	-3
袍笏登场	-5
钻故纸堆	-3
拉拉扯扯	-3
惹祸招灾	-5
招是惹非	-5
轩然大波	-7
春蚕自缚	-5
谏争如流	5
孤行几见	-5
竭尽全力	7
敷衍了事	-5
以身试法	-5
陶陶兀兀	-5
春意盎然	5
莺歌燕舞	9
晓风残月	-3
鱼米之乡	5
茂林修竹	5
水木明瑟	7
五彩缤纷	5
打落水狗	-7
索垢寻疵	-7
举鼎绝膑	-5
惺惺作态	-7
官逼民反	-7
据理力争	1
一日之长	5
八斗才	5
初露锋芒	5
金声玉振	9
乱世英雄	9
奇才异能	5
嵩生岳降	7
雄才大略	9
博而不精	-3
登堂入室	7
蟪蛄不知春秋	-5
吴下阿蒙	-5
夏虫不可以语冰	-5
烈火见真金	5
步步登高	3
青云直上	7
出凡入圣	9
生荣死哀	7
操刀伤锦	-5
志大才疏	-5
土牛石田	-5
贼人胆虚	-5
眉目如画	5
时运亨通	7
陶然而醉	5
大家闺秀	5
严师出高徒	5
平生愿足	7
十之八九	7
自力更生	5
老马嘶风	3
锦绣前程	9
六畜兴旺	7
一举两得	5
功均天地	9
不知肉味	5
苦心孤诣	7
向明而治	7
八方呼应	1
遥相应和	1
德才兼备	5
盖世无双	9
南金东箭	5
思如涌泉	5
倚马可待	5
无一不备	7
仙露明珠	5
羽扇纶巾	5
目如悬珠	3
英姿焕发	7
扫眉才子	5
顾复之恩	3
犯颜极谏	7
披露肝胆	7
无偏无党	5
执法如山	5
重整旗鼓	3
操刀必割	5
云起龙骧	5
气压山河	7
弃瑕录用	3
苦中作乐	3
迎头痛击	5
冲坚毁锐	5
燎发摧枯	5
所向无前	7
勇冠三军	7
笃志好学	5
勤学苦练	5
琼浆玉液	5
白日衣绣	3
浪子回头金不换	3
刮肠洗胃	1
知过必改	1
可同患，难处安	-5
好戴高帽	-5
蹉跎自误	-5
披头散发	-5
宝山空回	-5
时乖命蹇	-7
短针攻疽	-3
残兵败将	-5
弃甲丢盔	-3
一败如水	-7
碌碌无能	-5
一无可取	-7
东游西荡	-3
不齿于人	-5
狼奔豕突	-7
助桀为虐	-9
偷鸡摸狗	-7
一口吸尽西江水	-5
负薪救火	-5
适得其反	-3
换汤不换药	-5
笨口拙舌	-3
一窍不通	-5
暗送秋波	5
暗送秋波	-5
望风承旨	-5
披枷带锁	-5
不知好歹	-5
黎丘丈人	-3
投机取巧	-5
开门揖盗	-7
引鬼上门	-7
因循坐误	-5
奇旁福艾	3
天壤王朗	-1
水至清则无鱼	-1
金屋藏娇	-3
悬驼就石	-3
血流成河	-5
寻章摘句	-3
废话连篇	-5
长枕大被	5
眉来眼去	-3
绾角弟兄	5
总角之交	5
门无杂宾	3
不差毫发	3
芝兰玉树	3
百年偕老	5
琴瑟和同	5
满城风雨	-5
分毫不差	3
触类旁通	1
怀铅提椠	1
炳炳麟磷	3
夺胎换骨	5
戞戛独造	3
口不应心	-5
不避艰险	7
奋勇直前	5
死不旋踵	9
不食周粟	7
士为知己者死	5
绝少分甘	5
乌鸟私情	5
敬恭桑梓	5
礼贤下士	7
礼让为国	7
虚己受人	3
以规为瑱	-3
不伐其功	3
雕虫小技	-5
抛砖引玉	3
昂头天外	-5
伐功矜能	-5
倔强倨傲	-5
自恃其才	-5
贪名逐利	-7
规求无度	-5
贪而无信	-7
雁过拔毛	-7
嗷嗷的	7
我靠	-5
B4	-7
我踩	7
哈哈	7
pf	5
有形	3
haha	5
cool	5
Cool毙	7
歇菜	-3
無語	-5
3x	3
kao	-5
gun	-5
爆强	7
故步自封	-5
花天酒地	-7
混淆是非	-5
吹嘘	-3
得陇望蜀	-5
烦琐	-3
恐吓	-5
神经兮兮	-3
多有微词	-3
劳民伤财	-7
自鸣得意	-5
谩骂	-5
蒙蔽	-1
谬论	-5
捏造	-3
冷若冰霜	-1
凶狠	-5
凶暴	-7
片面	-5
欺骗	-3
黔驴技穷	-5
巧言令色	-5
自负	-7
辱骂	-5
好色	-7
战争贩子	-3
虚荣	-7
贪婪	-7
怨天尤人	-5
挑拨	-5
拖拉	-3
文抄公	-5
武断	-5
嫌疑犯	-1
一毛不拔	-7
迂腐	-7
趾高气扬	-5
失节	-5
歹毒	-9
鬼蜮	-7
不端	-5
奸猾	-7
权诈	-7
缺德	-7
怯弱	-5
高慢	-7
翘尾巴	-5
好为人师	-5
褊急	-3
一把死拿	-5
小气	-7
劣根性	-7
不公	-3
隔岸观火	-7
板滞	-3
粗鄙	-7
横行霸道	-7
掉书袋	-3
鲁莽	-5
粗笨	-5
鲁莽灭裂	-7
左顾右盼	-1
拙笨	-5
佻达	-5
放荡	-5
粗心	-3
单调	-3
丢三落四	-5
松懈	-3
背信	-7
偷偷摸摸	-5
谄媚	-7
姑息养奸	-7
蒙哄	-3
耍奸	-5
撒泼	-7
仗势欺人	-7
胁迫	-5
无能	-5
无情无义	-7
厚颜	-5
私利	-5
不可救药	-5
光秃秃	-1
一失足成千古恨	-5
渺小	-1
紊乱	-3
置身事外	-5
坐视不救	-5
慢吞吞	-3
滞后	-1
大权独揽	-5
蛮横无理	-7
步人后尘	-5
偏听偏信	-3
焦枯	-3
老牛破车	-3
讥诮	-5
唯利是图	-7
垂涎欲滴	-7
贪天之功	-7
奸人	-7
纨绔子弟	-7
淫猥	-7
黄色	-7
吵嘴	-5
过河拆桥	-5
掩人耳目	-3
耍花枪	-3
戴高帽子	-5
断章取义	-5
不足为凭	-3
过激	-7
瞎子摸象	-5
大错特错	-9
说不过去	-3
一成不变	-3
声名狼藉	-5
不堪入耳	-7
听风是雨	-3
虚假	-3
假大空	-9
次等	-1
肤泛	-3
碍事	-3
八股	-3
白痴	-7
摆普儿	-3
半疯儿	-1
卑微	-1
秕糠	-1
驳杂	-1
残货	-3
护短	-3
狐死首丘	5
扬扬得意	-1
捷报	5
精致	5
璧谢	7
别才	5
禀呈	3
才俊	5
才艺	5
操劳	5
策动	-5
敞快	3
谗言	-5
娼妇	-7
吵子	-3
称臣	-1
畅顺	3
超等	7
超擢	5
称职	5
成器	5
吃嘴	-3
奢靡	-7
重沓	-3
斥骂	-3
丑史	-5
承平	3
驰骋	5
崇仰	7
出息	5
穿窬	-5
舛讹	-3
吹牛	-3
蠢货	-7
刺儿头	-3
窜改	-3
催逼	-3
错漏	-3
叨叨	-3
盗劫	-5
盗贼	-5
贵宾	5
国花	1
国优	5
酣然	1
含蕴	1
敌伪	-5
玷辱	-5
掉队	-3
冬烘	-5
毒犯	-5
独霸	-5
赌钱	-3
讹赖	-5
恶浪	-7
恶意	-7
发痴	-3
翻版	-1
反目	-3
犯忌	-5
贩毒	-5
放毒	-5
非难	-5
匪首	-7
纷扰	-5
拂逆	-3
浮礼	-1
负约	-3
杆子	-3
攻讦	-3
沽名	-7
拐带	-5
官迷	-5
惯纵	-5
淳美	5
慈亲	5
辞华	1
嵯峨	3
打拱	5
大吉	5
大寿	3
大礼	5
滚蛋	-5
德泽	1
抵事	3
国贼	-9
海盗	-5
豪绅	-1
黑幕	-3
横祸	-5
后台	-5
虎视	-5
豢养	-5
贿赂	-3
昏君	-7
活宝	5
积弊	-7
假造	-3
奸贼	-7
交恶	-5
教唆	-3
局骗	-3
拉杂	-3
鼎助	5
克扣	-3
空疏	-3
酷烈	-7
洞烛	1
狂躁	-3
豆蔻	3
笃志	5
端然	1
顿悟	3
夺目	7
恩公	3
发愤	5
法宝	5
繁庶	3
芳邻	5
纷华	5
奋勇	7
丰稔	3
丰足	3
风义	3
福地	3
富贵	5
甘洌	3
感染力	5
刚勇	5
高等	3
高迈	5
捞取	-5
勒诈	-7
离间	-7
凌杂	-3
流俗	-3
垄断	-5
沦亡	-7
买通	-7
蟊贼	-5
没治	-3
蒙事	-5
灭迹	-5
缪错	-3
高扬	3
工细	5
恭贺	5
公心	5
牟利	-3
谋私	-5
拿乔	-5
光芒	3
闹剧	-3
孽根	-7
奴性	-5
扒窃	-7
叛变	-7
抛费	-3
好使	5
蓬乱	-1
皮相	-3
偏废	-3
剽袭	-5
破产	-3
骑墙	-5
戕害	-7
抢掠	-5
浩大	3
和风	7
贺词	3
亨通	5
红运	5
宏博	7
宏图	7
厚谊	5
互惠	1
华灯	3
欢好	3
挥洒	5
活气	5
积极性	3
机灵鬼	5
吉日	5
窃国	-9
穷寇	-1
曲解	-5
取巧	-5
缺失	-3
扰民	-3
任情	-1
入寇	-3
骚乱	-3
铩羽	-5
涉嫌	-5
生造	-3
失态	-3
蚀本	-5
首恶	-7
私见	-3
嗾使	-7
贪墨	-5
逃跑	-5
添堵	-5
铁蹄	-7
偷摸	-7
荼毒	-7
吞剥	-7
顽劣	-5
妄说	-5
微贱	-5
侮慢	-5
瞎吹	-5
下等	-3
嫌厌	-3
现臭	-5
淆惑	-7
挟持	-7
邪僻	-7
懈弛	-5
凶煞	-7
虚谎	-5
虚言	-5
葊陋	-5
妖怪	-5
一隅	-3
异说	-5
阴私	-5
淫贱	-5
庸医	-5
右倾	-5
迂儒	-5
愚儒	-5
冤钱	-3
钦羡	5
勤劬	5
越境	-5
杂牌	-3
大爷	-5
壮志凌云	7
堂堂	3
一视同仁	1
恒久	5
乌七八糟	-7
恬静	3
庄重	5
当仁不让	3
动乱	-7
悠远	3
肤浅	-7
文雅	7
刚直	5
含蓄	3
舍身为国	7
精巧	5
胡作非为	-9
掉以轻心	-5
呕心沥血	9
排场	-3
滋润	3
俊秀	5
智谋	5
诚实	5
绝色	7
结实	5
冷言冷语	-5
便民	5
卑躬屈膝	-9
金玉满堂	5
唐突	-3
卑鄙	-9
走卒	-7
迷途知返	1
缩头缩脑	-5
健全	3
转弯抹角	-3
麻利	3
名誉扫地	-9
侵吞	-5
气急败坏	-9
明澈	3
乖戾	-5
健康	3
作伪	-7
灵通	5
甜美	5
矫健	5
水中捞月	-5
歹人	-7
暴殄天物	-9
阔气	-1
极致	9
卑下	-7
端庄	5
红火	3
清新	3
斯文	5
杀人不见血	-9
播弄	-7
不三不四	-7
信口雌黄	-9
真心实意	5
趁火打劫	-7
俗套	-5
叠床架屋	-5
直性子	5
喜爱	5
胆大妄为	-9
人云亦云	-5
差劲	-5
愚昧	-7
真心	7
凋敝	-5
开朗	5
凶险	-7
糟糕	-3
色情	-5
荣幸	5
四平八稳	5
巍然	3
划一不二	-5
蹊径	3
心灵	7
支持	5
放纵	-5
日以继夜	1
官官相护	-5
秀气	7
干脆	3
饱满	5
繁杂	-3
舒展	5
朴质	5
自诩	-5
奢华	-3
倾覆	-5
内行	5
龙腾虎跃	7
靠不住	-5
残渣余孽	-9
碍手碍脚	-5
姑息	-5
无赖	-7
堂堂	7
粗犷	5
用心	5
蹉跎	-5
扰乱	-5
强暴	-7
寒碜	-7
天昏地暗	-5
唯唯诺诺	-3
呜呼哀哉	-3
心虚	-3
鬼魔	-5
混蛋	-7
眷恋	5
左支右绌	-3
赏心悦目	7
内乱	-3
遭劫	-5
蛀虫	-5
纪念塔	3
意境	3
奖掖	5
祝愿	5
皱巴巴	-3
空头	-3
毫无保留地	3
上赶着	-7
安国宁家	3
志同道合	3
随群	3
不简单	5
报恩	3
嗟来之食	-5
卷土重来	-3
烈日当空	-3
插翅难飞	-5
青皮	-5
清流	3
荣任	5
阻挠	-5
新生	3
于飞	5
玉碎	5
佳丽	9
真谛	7
知遇	5
主人翁	3
特级	9
浅近	-1
癖好	-9
宝塔	3
羞惭	-5
大处落墨	1
了了解人意	3
高倪大谈	3
怠工	-3
露怯	-3
团伙	-5
地主	-3
灾年	-5
赃物	-7
糟粕	-5
遭灾	-5
躁急	-5
贼骨头	-5
沾染	-3
啁哳	-3
遮丑	-5
支离	-3
指使	-5
致使	-5
清扬	5
轻妙	5
情愫	3
琼瑶	5
遒炼	3
饶沃	7
仁德	5
荣登	5
柔曼	5
软语	5
森森	5
深通	5
生机	3
盛会	5
盛筵	5
诗圣	7
帅气	5
顺当	3
素净	3
诛灭	-7
转嫁	-5
追究	-5
浊重	-3
恣纵	-5
走狗	-7
阻梗	-3
钻营	-7
嘴硬	-5
罪责	-9
坐食	-5
作俑	-7
恬谧	3
通人	5
完善	3
旺健	5
闻名	3
蓊勃	5
无疆	3
稀珍	5
仙境	5
鲜嫩	5
显豁	5
祥瑞	5
偕老	5
新雅	5
欣悦	5
及时雨	5
济助	3
寄情	3
雄豪	3
雄师	3
秀慧	5
栩栩	5
绚烂	5
雅爱	5
雅士	5
严慈	5
艳冶	5
怡乐	5
义气	5
茵茵	5
英爽	5
莹洁	3
硬手	5
优待	5
幽婉	5
有动	5
有益	5
愉乐	5
煜煜	5
佳话	7
佳品	5
嘉尚	9
坚劲	7
简朴	5
践约	3
鉴赏	9
见解	5
健实	5
奖牌	3
奖劝	3
交谊	3
娇黄	3
娇小	3
教化	5
接遇	3
节俭	5
解放	7
借助	5
金口	5
锦标	3
韵致	3
锃亮	5
战功	3
照耀	1
真确	5
珍奇	7
正道	5
知名	5
值得	5
至宝	7
至友	5
挚情	7
忠告	7
周正	3
祝酒	3
专家	3
壮硕	3
卓然	7
姿容	5
进贤	5
奏捷	5
尊称	3
座上客	3
尽致	9
精到	5
精灵	7
精审	3
精研	3
精壮	5
经用	5
警省	1
竞秀	5
敬辞	1
劲旅	3
救荒	3
居首	3
巨子	9
眷爱	7
弇陋	-5
暗里	-3
卑琐	-9
闭塞	-3
血气方刚	-5
有心眼	5
先公后私	9
文武全才	9
贤慧	9
胸怀坦荡	9
养尊处优	-9
有所作为	9
有教养	9
真心真意	9
震古烁今	9
幽默滑稽	9
衣冠楚楚	9
言简意赅	9
不近情理	-7
香甜可口	9
直心眼	3
五彩纷呈	9
嗜杀成性	-9
水火不相容	-9
死沉沉	-9
死心塌地	9
随风使舵	-9
土得掉渣	-9
危如累卵	-9
无关痛痒	-9
无凭无据	-9
险毒	-1
不力	-5
不足轻重	-9
残破	-1
缠手	-7
无特色	-3
玄而又玄	-9
嘀里嘟噜	-9
茕茕孑立	-9
装模作样	-9
阴险毒辣	-9
臭哄哄	-9
蠢头蠢脑	-7
粗拙	-5
大摇大摆	-5
淡而无味	-3
等外	-5
低质	-3
动荡不安	-3
发腻	-3
放诞	-9
锋芒毕露	-1
浮皮蹭痒	-7
赶尽杀绝	-7
够戗	-5
古里古怪	-3
挂名	-1
过桥抽板	-9
寒伧	-7
黑漆寥光	-3
后患无穷	-5
至尊至贵	9
晦冥	-7
秽亵	-9
忠贞不渝	5
资深	5
最好	9
倜傥不羁	7
呱呱叫	5
骠勇	3
斐然	5
皎白	3
靓丽	3
抱憾终身	-9
贬斥	-5
吃错药	-5
垂怜	-3
呆愣愣	-3
烦愁	-5
费神	-5
顾虑重重	-5
喝斥	-5
惶惶然	-3
急巴巴	-7
看低	-3
困迫	5
骂大街	-5
面有难色	-9
穷极无聊	-5
疑虑重重	-5
夹七夹八	-7
蔼然可亲	5
安安稳稳	3
安如磐石	3
小肚鸡肠	-7
心胸狭窄	-7
行为不检	-9
雪上加霜	-9
骄傲自满	-5
矫揉造作	-7
眼光短浅	-9
表里一致	5
秉持公正	5
博闻	5
不卑不亢	5
不亢不卑	7
可怖	-7
不懈	3
才华横溢	7
空幻	-7
朝气勃勃	5
持正不阿	7
赤胆	5
出身名门	1
醇浓	3
聪明绝顶	7
累牍连篇	-5
簇新	3
大胆泼辣	3
淡泊名利	3
凛凛	7
滴水不漏	1
秾艳	3
令人疲倦	-7
令人窒息	-9
乱乎	-7
度量大	3
多快好省	3
多情善感	-1
盲人瞎马	-5
贸贸然	-3
没理	-3
没味	-3
没有勇气	-1
目不识丁	-3
奶声奶气	5
胸无点墨	-9
贼头贼脑	-9
虚无缥缈	-9
药到病除	9
一呼百诺	9
有能力	9
有地位	9
难闻	-5
闹哄哄	-7
狞恶	-9
蓬头散发	-7
偏心眼	-7
破烂不堪	-3
欠周到	-7
轻淡	1
穷困潦倒	-7
缺乏绅士风度	-5
人为财死，鸟为食亡	-7
认死理	-7
软弱无力	-5
丧尽天良	-9
斯文扫地	-9
无端端	-9
非常热心	3
喧噪	-9
一波三折	-9
直愣愣	-9
竹篮子打水	-9
冥顽不化	-9
蚍蜉撼大树	-9
丝毫不差	9
甘之如饴	3
刚直不阿	5
高精尖	7
高雅简朴	5
耿介不阿	5
够意思	3
光灿	1
国泰民安	5
毫发不差	3
好玩儿	1
合乎逻辑	1
赫赫有名	7
爽目	5
数得上	3
受听	3
守时间	5
实实在在	5
省俭	3
浑身是胆	3
甲等	1
深透	5
深藏若虚	7
见微知著	5
健硕	3
锦簇花团	5
精神焕发	5
经验丰富	5
景色优美	5
如雷贯耳	9
举止文雅	5
绝佳	9
俊美	5
饶有兴致	3
可信任	3
清新淡雅	7
空前绝后	9
清亮亮	3
轻而易举	3
俏皮	5
四面楚歌	-9
老练	3
心黑手辣	-9
谦顺	7
千方百计	-7
气概不凡	9
有害	-9
与虎谋皮	-9
贼去关门	-9
灵透	5
完好如初	3
万不得已	-7
无比幸福	9
匀和	3
有眉目	5
优等	9
学识渊博	9
显耀	9
无人不晓	9
无偿	9
铁打	9
落拓不羁	-5
弥足珍贵	3
明理	5
目光如炬	5
蔫不出溜	-3
判断正确	3
哀感顽艳	5
暧昧不明	-3
父母国	5
铁打江山	7
嫠不恤纬	9
国尔忘家	9
捐生殉国	9
以身许国	9
怀柔天下	9
束杖理民	9
海水群飞	-9
尸位误国	-7
以其昏昏，使人昭昭	-5
卖国求荣	-9
栋折榱崩	-7
救亡图存	7
潮乎乎	-5
欢畅	5
舒心	3
惊喜	7
豁朗	3
香泽	5
大喜过望	9
欢天喜地	7
乐呵呵	5
喜冲冲	7
欣喜若狂	9
尽情	5
心满意足	3
如愿	3
感奋	3
陶然	3
知足常乐	5
好客	3
惊喜欲狂	9
喜笑盈腮	5
尽欢而散	5
普天同庆	7
可心如意	3
酒酣耳热	5
笑颜	5
热情洋溢	5
感激涕零	3
燕雀相贺	5
飞扬	3
爱悦	5
可心	5
珍视	5
钟爱	7
慈爱	5
陶冶	3
由衷	5
友谊	5
娇柔	3
争气	5
束身自好	1
呼吸相通	7
形影不离	7
温暖	5
千里鹅毛	7
息息相关	5
绽放	1
益友	3
千古不灭	7
暖融融	1
有过之而无不及	5
宝爱	7
碧绿	3
拥护	7
敬重	5
伟绩	9
诱导	-3
心悦诚服	3
居高不下	-1
美意延年	3
福寿双全	3
福禄双全	3
先行者	5
依顺	3
亮节高风	5
拜候	5
拜望	5
和蔼可亲	1
和易	3
仰不愧天	7
若无其事	3
一方平安	5
安居	5
真实	3
昂扬	5
抱负	5
博学多才	7
称赞	5
崇高	7
豪壮	7
干劲	5
豪情	7
持之以恒	5
光彩	5
机警	5
简洁	3
兢兢业业	7
闯将	3
大无畏	7
典雅	5
废寝忘食	7
富强	5
刻苦	5
恳切	5
雷厉风行	7
玲珑剔透	7
茂盛	5
温情	5
焕发	5
好整以暇	9
沉毅	5
秀丽	5
华美	5
矜持	5
好玩	7
鹏程万里	5
气冲霄汉	7
谦虚	5
勤快	5
全心全意	7
任人唯贤	5
舍生忘死	7
恩重如山	7
目不转睛	7
尊老爱幼	5
孝子贤孙	5
视死如归	7
蔚然	3
无敌	9
海涵	5
雅观	5
异彩	5
用功	5
赞佩	5
仗义执言	5
忠厚	5
贤德	5
贤惠	5
好心	5
磊落	5
爽气	5
圣洁	5
忠义	7
厚道	5
浑朴	5
宽厚	5
好说话	5
英勇	5
壮士	3
宽宏	5
傲骨	5
英气	5
深挚	5
披胆	5
中允	5
圆通	5
雄威	5
安分守己	5
俭省	5
端重	5
正统	3
洪亮	3
甘美	5
坚韧	5
坚定不移	5
救灾恤邻	7
团队精神	5
有生气	3
情面难却	5
真情实意	5
千恩万谢	5
光滑	3
宽敞	3
切实	5
柔软	5
兴旺	5
湛蓝	1
澄澈	3
清丽	5
矫捷	5
英杰	7
群英	5
公正无私	5
枵腹从公	5
仗义疏财	7
解救	5
救难	5
沁入心扉	3
叹赏	5
时髦	5
清秀	5
亮丽	5
光彩夺目	5
多姿	5
清廉	5
清正	5
硬骨头	3
涅而不缁	7
雅俗	5
贤哲	7
玉洁冰清	5
振振有词	-5
固若金汤	5
国富民安	5
准确无误	5
千古不朽	9
极负盛誉	7
抢手	1
质优价廉	7
道地	3
完美无缺	9
俱佳	3
超群绝伦	9
天下无双	9
别具一格	7
一是一	3
有目共赏	5
谐美	5
匠心独具	7
琅琅上口	3
再生父母	7
昂然	5
板正	3
褒誉	7
宝山	7
爆满	3
啧有烦言	-5
暴怒	-9
愤愤	-5
赌气	-5
一刀两段	-5
怫然作色	-3
怒气冲冲	-5
义愤填膺	-5
上等轮胎－有气难出	-3
溃不成军	-7
苦涩	-1
忧悒	-3
自卑	-3
芝焚蕙叹	5
尽付东流	-5
慑服	-1
人人自危	-3
任重道远	5
跋扈	-5
暴行	-7
草菅人命	-9
丑陋	-5
勾引	-1
含沙射影	-1
毁谤	-3
大肆	-3
毒辣	-9
反动	-5
奉承	-3
狼子野心	-3
流氓	-3
反感	-3
恶心	-5
嚣张	-7
欺负	-5
青面獠牙	-7
人面兽心	-9
杀戮	-5
滔天	-7
歪缠	-3
妄自尊大	-3
文侩	-3
无所不用其极	-7
扬言	-5
张牙舞爪	-7
罪恶滔天	-9
小看	-1
视如粪土	-9
残毒	-5
可气	-3
贪吃	-3
凌辱	-7
脸皮厚	-1
恶劣	-7
坟头上的乌鸦－人人憎	-5
深仇大恨	-9
嫉恶如仇	-7
耸人听闻	-3
狼狈万状	-3
视如敝屣	-7
狗崽子	-7
姘头	-5
坏东西	-5
地痞	-5
不逞之徒	-5
雌老虎	-5
长舌妇	-5
又哭又闹	-3
拗口	-1
残虐	-5
悲愁	-5
糟心	-3
异味	-1
委靡	-1
扫兴	-1
絮烦	-1
消极	-5
羊落虎口	-5
抑郁不平	-3
今仇古恨	-5
忧国忧民	5
